Datetime,Date,Time,Temp,pH ,mV[pH],ORP[mV],EC,EC Abs,RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],D.O.[%],D.O.[mg/L]
11/18/2021 8:09:07 a. m.,2021/11/18,8:09:07 a. m.,13.59,5.18,117.1,279.5,659,516,1.5,0.329,0.32,0,10.803,67,5.08
11/18/2021 8:09:12 a. m.,2021/11/18,8:09:12 a. m.,13.59,5.18,117.1,279.5,659,516,1.5,0.329,0.32,0,10.802,67,5.08
11/18/2021 8:09:17 a. m.,2021/11/18,8:09:17 a. m.,13.59,5.18,117.1,279.5,659,516,1.5,0.329,0.32,0,10.803,67,5.08
11/18/2021 8:09:22 a. m.,2021/11/18,8:09:22 a. m.,13.59,5.18,117.1,279.5,659,516,1.5,0.329,0.32,0,10.803,67,5.08
11/18/2021 8:09:27 a. m.,2021/11/18,8:09:27 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.803,66.7,5.06
11/18/2021 8:09:32 a. m.,2021/11/18,8:09:32 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.804,66.3,5.03
11/18/2021 8:09:37 a. m.,2021/11/18,8:09:37 a. m.,13.59,5.18,117.1,279.5,659,516,1.5,0.329,0.32,0,10.804,66.2,5.02
11/18/2021 8:09:42 a. m.,2021/11/18,8:09:42 a. m.,13.59,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.802,66.7,5.06
11/18/2021 8:09:47 a. m.,2021/11/18,8:09:47 a. m.,13.59,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.803,67.2,5.1
11/18/2021 8:09:52 a. m.,2021/11/18,8:09:52 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.804,67.6,5.13
11/18/2021 8:09:57 a. m.,2021/11/18,8:09:57 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.804,68.1,5.16
11/18/2021 8:10:02 a. m.,2021/11/18,8:10:02 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.802,68.8,5.22
11/18/2021 8:10:07 a. m.,2021/11/18,8:10:07 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.802,68.4,5.18
11/18/2021 8:10:12 a. m.,2021/11/18,8:10:12 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.804,67.9,5.15
11/18/2021 8:10:17 a. m.,2021/11/18,8:10:17 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.804,67.7,5.13
11/18/2021 8:10:22 a. m.,2021/11/18,8:10:22 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.802,67.7,5.13
11/18/2021 8:10:27 a. m.,2021/11/18,8:10:27 a. m.,13.59,5.18,117.3,279.5,659,516,1.5,0.329,0.32,0,10.801,69.5,5.27
11/18/2021 8:10:32 a. m.,2021/11/18,8:10:32 a. m.,13.59,5.18,117.3,279.5,659,516,1.5,0.329,0.32,0,10.801,70.4,5.34
11/18/2021 8:10:37 a. m.,2021/11/18,8:10:37 a. m.,13.59,5.18,117.3,279.5,659,516,1.5,0.329,0.32,0,10.802,70.9,5.38
11/18/2021 8:10:42 a. m.,2021/11/18,8:10:42 a. m.,13.59,5.18,117.3,279.5,659,516,1.5,0.329,0.32,0,10.802,70.8,5.37
11/18/2021 8:10:47 a. m.,2021/11/18,8:10:47 a. m.,13.59,5.18,117.3,279.5,659,516,1.5,0.329,0.32,0,10.801,71,5.38
11/18/2021 8:10:52 a. m.,2021/11/18,8:10:52 a. m.,13.59,5.18,117.3,279.4,659,516,1.5,0.329,0.32,0,10.803,71,5.38
11/18/2021 8:10:57 a. m.,2021/11/18,8:10:57 a. m.,13.59,5.18,117.3,279.4,659,516,1.5,0.329,0.32,0,10.802,71,5.38
11/18/2021 8:11:02 a. m.,2021/11/18,8:11:02 a. m.,13.59,5.18,117.3,279.4,659,516,1.5,0.329,0.32,0,10.804,70.8,5.37
11/18/2021 8:11:07 a. m.,2021/11/18,8:11:07 a. m.,13.59,5.18,117.3,279.4,659,516,1.5,0.329,0.32,0,10.802,70.4,5.34
11/18/2021 8:11:12 a. m.,2021/11/18,8:11:12 a. m.,13.59,5.18,117.3,279.4,659,516,1.5,0.329,0.32,0,10.806,70.3,5.33
11/18/2021 8:11:17 a. m.,2021/11/18,8:11:17 a. m.,13.59,5.18,117.2,279.4,659,516,1.5,0.329,0.32,0,10.804,70.4,5.34
11/18/2021 8:11:22 a. m.,2021/11/18,8:11:22 a. m.,13.59,5.18,117.3,279.4,659,516,1.5,0.329,0.32,0,10.808,70.4,5.34
11/18/2021 8:11:27 a. m.,2021/11/18,8:11:27 a. m.,13.59,5.18,117.3,279.5,659,516,1.5,0.329,0.32,0,10.807,70.5,5.35
11/18/2021 8:11:32 a. m.,2021/11/18,8:11:32 a. m.,13.59,5.18,117.3,279.4,659,516,1.5,0.329,0.32,0,10.807,70.9,5.37
11/18/2021 8:11:37 a. m.,2021/11/18,8:11:37 a. m.,13.59,5.18,117.3,279.4,659,516,1.5,0.329,0.32,0,10.807,71,5.38
11/18/2021 8:11:42 a. m.,2021/11/18,8:11:42 a. m.,13.59,5.18,117.2,279.4,659,516,1.5,0.329,0.32,0,10.805,70.7,5.36
11/18/2021 8:11:47 a. m.,2021/11/18,8:11:47 a. m.,13.59,5.18,117.3,279.4,659,516,1.5,0.329,0.32,0,10.804,70.3,5.33
11/18/2021 8:11:52 a. m.,2021/11/18,8:11:52 a. m.,13.59,5.18,117.2,279.4,659,516,1.5,0.329,0.32,0,10.806,70.1,5.32
11/18/2021 8:11:57 a. m.,2021/11/18,8:11:57 a. m.,13.59,5.18,117.2,279.4,659,516,1.5,0.329,0.32,0,10.806,70.2,5.32
11/18/2021 8:12:02 a. m.,2021/11/18,8:12:02 a. m.,13.59,5.18,117.2,279.4,659,516,1.5,0.329,0.32,0,10.803,70,5.31
11/18/2021 8:12:07 a. m.,2021/11/18,8:12:07 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.802,69.7,5.29
11/18/2021 8:12:12 a. m.,2021/11/18,8:12:12 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.802,69.3,5.25
11/18/2021 8:12:17 a. m.,2021/11/18,8:12:17 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.8,69,5.23
11/18/2021 8:12:22 a. m.,2021/11/18,8:12:22 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.801,68.9,5.23
11/18/2021 8:12:27 a. m.,2021/11/18,8:12:27 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.801,68.6,5.2
11/18/2021 8:12:32 a. m.,2021/11/18,8:12:32 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.8,68.4,5.18
11/18/2021 8:12:37 a. m.,2021/11/18,8:12:37 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.799,68,5.16
11/18/2021 8:12:42 a. m.,2021/11/18,8:12:42 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.8,67.8,5.14
11/18/2021 8:12:47 a. m.,2021/11/18,8:12:47 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.799,68.3,5.18
11/18/2021 8:12:52 a. m.,2021/11/18,8:12:52 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.801,68.6,5.2
11/18/2021 8:12:57 a. m.,2021/11/18,8:12:57 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.801,68.7,5.21
11/18/2021 8:13:02 a. m.,2021/11/18,8:13:02 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.801,68.6,5.2
11/18/2021 8:13:07 a. m.,2021/11/18,8:13:07 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.801,68.2,5.17
11/18/2021 8:13:12 a. m.,2021/11/18,8:13:12 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.8,68.1,5.16
11/18/2021 8:13:17 a. m.,2021/11/18,8:13:17 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.8,67.9,5.14
11/18/2021 8:13:22 a. m.,2021/11/18,8:13:22 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.801,67.7,5.13
11/18/2021 8:13:27 a. m.,2021/11/18,8:13:27 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.802,69,5.23
11/18/2021 8:13:32 a. m.,2021/11/18,8:13:32 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.801,70.6,5.35
11/18/2021 8:13:37 a. m.,2021/11/18,8:13:37 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.801,71.4,5.41
11/18/2021 8:13:42 a. m.,2021/11/18,8:13:42 a. m.,13.59,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.801,71.7,5.43
11/18/2021 8:13:47 a. m.,2021/11/18,8:13:47 a. m.,13.59,5.18,117.3,279.5,659,516,1.5,0.329,0.32,0,10.802,72.9,5.53
11/18/2021 8:13:52 a. m.,2021/11/18,8:13:52 a. m.,13.59,5.18,117.3,279.5,659,516,1.5,0.329,0.32,0,10.802,72.9,5.52
11/18/2021 8:13:57 a. m.,2021/11/18,8:13:57 a. m.,13.59,5.18,117.3,279.5,659,516,1.5,0.329,0.32,0,10.801,72.5,5.49
11/18/2021 8:14:02 a. m.,2021/11/18,8:14:02 a. m.,13.59,5.18,117.3,279.5,659,516,1.5,0.329,0.32,0,10.802,71.7,5.43
11/18/2021 8:14:07 a. m.,2021/11/18,8:14:07 a. m.,13.59,5.18,117.3,279.5,659,516,1.5,0.329,0.32,0,10.803,71.2,5.4
11/18/2021 8:14:12 a. m.,2021/11/18,8:14:12 a. m.,13.59,5.18,117.3,279.5,659,516,1.5,0.329,0.32,0,10.806,70.9,5.38
11/18/2021 8:14:17 a. m.,2021/11/18,8:14:17 a. m.,13.59,5.18,117.3,279.6,659,516,1.5,0.329,0.32,0,10.805,70.8,5.37
11/18/2021 8:14:22 a. m.,2021/11/18,8:14:22 a. m.,13.59,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.804,70.6,5.36
11/18/2021 8:14:27 a. m.,2021/11/18,8:14:27 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.804,70.3,5.33
11/18/2021 8:14:32 a. m.,2021/11/18,8:14:32 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.806,70.1,5.31
11/18/2021 8:14:37 a. m.,2021/11/18,8:14:37 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.805,69.9,5.3
11/18/2021 8:14:42 a. m.,2021/11/18,8:14:42 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.804,69.7,5.29
11/18/2021 8:14:47 a. m.,2021/11/18,8:14:47 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.803,69.7,5.29
11/18/2021 8:14:52 a. m.,2021/11/18,8:14:52 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.802,69.5,5.27
11/18/2021 8:14:57 a. m.,2021/11/18,8:14:57 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.803,69.5,5.27
11/18/2021 8:15:02 a. m.,2021/11/18,8:15:02 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.804,69.5,5.27
11/18/2021 8:15:07 a. m.,2021/11/18,8:15:07 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.801,69.3,5.25
11/18/2021 8:15:12 a. m.,2021/11/18,8:15:12 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.8,68.8,5.22
11/18/2021 8:15:17 a. m.,2021/11/18,8:15:17 a. m.,13.58,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.801,68.4,5.19
11/18/2021 8:15:22 a. m.,2021/11/18,8:15:22 a. m.,13.58,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.801,68.2,5.17
11/18/2021 8:15:27 a. m.,2021/11/18,8:15:27 a. m.,13.58,5.18,117.2,279.5,659,516,1.5,0.329,0.32,0,10.802,68.1,5.16
11/18/2021 8:15:32 a. m.,2021/11/18,8:15:32 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.803,67.9,5.15
11/18/2021 8:15:37 a. m.,2021/11/18,8:15:37 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.804,68.5,5.19
11/18/2021 8:15:42 a. m.,2021/11/18,8:15:42 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.803,68.6,5.2
11/18/2021 8:15:47 a. m.,2021/11/18,8:15:47 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.805,68.7,5.21
11/18/2021 8:15:52 a. m.,2021/11/18,8:15:52 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.805,68.9,5.23
11/18/2021 8:15:57 a. m.,2021/11/18,8:15:57 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.805,69.1,5.24
11/18/2021 8:16:02 a. m.,2021/11/18,8:16:02 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.803,69.3,5.25
11/18/2021 8:16:07 a. m.,2021/11/18,8:16:07 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.802,69.6,5.28
11/18/2021 8:16:12 a. m.,2021/11/18,8:16:12 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.802,70,5.3
11/18/2021 8:16:17 a. m.,2021/11/18,8:16:17 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.802,70,5.31
11/18/2021 8:16:22 a. m.,2021/11/18,8:16:22 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.801,69.9,5.3
11/18/2021 8:16:27 a. m.,2021/11/18,8:16:27 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.801,70,5.31
11/18/2021 8:16:32 a. m.,2021/11/18,8:16:32 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.8,69.9,5.3
11/18/2021 8:16:37 a. m.,2021/11/18,8:16:37 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.802,69.7,5.28
11/18/2021 8:16:42 a. m.,2021/11/18,8:16:42 a. m.,13.58,5.18,117.4,279.6,659,516,1.5,0.329,0.32,0,10.802,69.6,5.28
11/18/2021 8:16:47 a. m.,2021/11/18,8:16:47 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.803,69.8,5.3
11/18/2021 8:16:52 a. m.,2021/11/18,8:16:52 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.802,70,5.31
11/18/2021 8:16:57 a. m.,2021/11/18,8:16:57 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.801,70,5.31
11/18/2021 8:17:02 a. m.,2021/11/18,8:17:02 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.799,70,5.31
11/18/2021 8:17:07 a. m.,2021/11/18,8:17:07 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.801,69.9,5.3
11/18/2021 8:17:12 a. m.,2021/11/18,8:17:12 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.799,69.8,5.29
11/18/2021 8:17:17 a. m.,2021/11/18,8:17:17 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.8,69.6,5.28
11/18/2021 8:17:22 a. m.,2021/11/18,8:17:22 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.8,69.7,5.28
11/18/2021 8:17:27 a. m.,2021/11/18,8:17:27 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.803,69.9,5.3
11/18/2021 8:17:32 a. m.,2021/11/18,8:17:32 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.803,70.3,5.33
11/18/2021 8:17:37 a. m.,2021/11/18,8:17:37 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.803,70.4,5.34
11/18/2021 8:17:42 a. m.,2021/11/18,8:17:42 a. m.,13.58,5.18,117.3,279.6,659,516,1.5,0.329,0.32,0,10.803,70.1,5.32
11/18/2021 8:17:47 a. m.,2021/11/18,8:17:47 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.802,71.4,5.41
11/18/2021 8:17:52 a. m.,2021/11/18,8:17:52 a. m.,13.58,5.18,117.3,279.6,659,516,1.5,0.329,0.32,0,10.801,72.5,5.5
11/18/2021 8:17:57 a. m.,2021/11/18,8:17:57 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.803,72.2,5.47
11/18/2021 8:18:02 a. m.,2021/11/18,8:18:02 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.8,71.6,5.43
11/18/2021 8:18:07 a. m.,2021/11/18,8:18:07 a. m.,13.58,5.18,117.3,279.6,659,516,1.5,0.329,0.32,0,10.799,71.1,5.39
11/18/2021 8:18:12 a. m.,2021/11/18,8:18:12 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.8,70.7,5.36
11/18/2021 8:18:17 a. m.,2021/11/18,8:18:17 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.802,70.3,5.33
11/18/2021 8:18:22 a. m.,2021/11/18,8:18:22 a. m.,13.58,5.18,117.3,279.6,659,516,1.5,0.329,0.32,0,10.803,70,5.31
11/18/2021 8:18:27 a. m.,2021/11/18,8:18:27 a. m.,13.58,5.18,117.2,279.6,659,516,1.5,0.329,0.32,0,10.803,70.1,5.32
11/18/2021 8:18:32 a. m.,2021/11/18,8:18:32 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.803,70.2,5.33
11/18/2021 8:18:37 a. m.,2021/11/18,8:18:37 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.802,70,5.31
11/18/2021 8:18:42 a. m.,2021/11/18,8:18:42 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.8,69.9,5.3
11/18/2021 8:18:47 a. m.,2021/11/18,8:18:47 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.802,70.8,5.37
11/18/2021 8:18:52 a. m.,2021/11/18,8:18:52 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.801,71.1,5.39
11/18/2021 8:18:57 a. m.,2021/11/18,8:18:57 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.801,70.9,5.38
11/18/2021 8:19:02 a. m.,2021/11/18,8:19:02 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.805,70.7,5.36
11/18/2021 8:19:07 a. m.,2021/11/18,8:19:07 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.804,70.3,5.33
11/18/2021 8:19:12 a. m.,2021/11/18,8:19:12 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.804,69.9,5.3
11/18/2021 8:19:17 a. m.,2021/11/18,8:19:17 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.804,69.7,5.28
11/18/2021 8:19:22 a. m.,2021/11/18,8:19:22 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.805,69.5,5.27
11/18/2021 8:19:27 a. m.,2021/11/18,8:19:27 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.802,69.5,5.27
11/18/2021 8:19:32 a. m.,2021/11/18,8:19:32 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.802,69.4,5.26
11/18/2021 8:19:37 a. m.,2021/11/18,8:19:37 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.802,69.8,5.29
11/18/2021 8:19:42 a. m.,2021/11/18,8:19:42 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.803,70.6,5.35
11/18/2021 8:19:47 a. m.,2021/11/18,8:19:47 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.803,70.8,5.37
11/18/2021 8:19:52 a. m.,2021/11/18,8:19:52 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.803,71.2,5.4
11/18/2021 8:19:57 a. m.,2021/11/18,8:19:57 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.801,71.5,5.42
11/18/2021 8:20:02 a. m.,2021/11/18,8:20:02 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.801,71.4,5.42
11/18/2021 8:20:07 a. m.,2021/11/18,8:20:07 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.802,71.1,5.39
11/18/2021 8:20:12 a. m.,2021/11/18,8:20:12 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.8,70.6,5.35
11/18/2021 8:20:17 a. m.,2021/11/18,8:20:17 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.802,70.6,5.36
11/18/2021 8:20:22 a. m.,2021/11/18,8:20:22 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.802,70.8,5.37
11/18/2021 8:20:27 a. m.,2021/11/18,8:20:27 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.803,70.8,5.37
11/18/2021 8:20:32 a. m.,2021/11/18,8:20:32 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.804,70.5,5.35
11/18/2021 8:20:37 a. m.,2021/11/18,8:20:37 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.804,70.3,5.33
11/18/2021 8:20:42 a. m.,2021/11/18,8:20:42 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.806,70,5.31
11/18/2021 8:20:47 a. m.,2021/11/18,8:20:47 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.807,69.8,5.29
11/18/2021 8:20:52 a. m.,2021/11/18,8:20:52 a. m.,13.58,5.18,117.2,279.7,659,516,1.5,0.329,0.32,0,10.806,69.6,5.28
11/18/2021 8:20:57 a. m.,2021/11/18,8:20:57 a. m.,13.58,5.18,117.3,279.7,659,516,1.5,0.329,0.32,0,10.807,69.5,5.27
11/18/2021 8:21:02 a. m.,2021/11/18,8:21:02 a. m.,13.58,5.18,117.4,279.8,659,516,1.5,0.329,0.32,0,10.806,69.2,5.25
11/18/2021 8:21:07 a. m.,2021/11/18,8:21:07 a. m.,13.58,5.18,117.4,279.8,659,516,1.5,0.329,0.32,0,10.804,69,5.23
11/18/2021 8:21:12 a. m.,2021/11/18,8:21:12 a. m.,13.58,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.805,68.7,5.21
11/18/2021 8:21:17 a. m.,2021/11/18,8:21:17 a. m.,13.58,5.18,117.2,279.8,659,516,1.5,0.329,0.32,0,10.807,68.5,5.19
11/18/2021 8:21:22 a. m.,2021/11/18,8:21:22 a. m.,13.58,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.807,68.2,5.18
11/18/2021 8:21:27 a. m.,2021/11/18,8:21:27 a. m.,13.58,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.807,68.1,5.17
11/18/2021 8:21:32 a. m.,2021/11/18,8:21:32 a. m.,13.58,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.805,68,5.16
11/18/2021 8:21:37 a. m.,2021/11/18,8:21:37 a. m.,13.57,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.804,68,5.16
11/18/2021 8:21:42 a. m.,2021/11/18,8:21:42 a. m.,13.57,5.18,117.4,279.8,659,516,1.5,0.329,0.32,0,10.803,68.1,5.16
11/18/2021 8:21:47 a. m.,2021/11/18,8:21:47 a. m.,13.57,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.806,68,5.16
11/18/2021 8:21:52 a. m.,2021/11/18,8:21:52 a. m.,13.57,5.18,117.4,279.8,659,516,1.5,0.329,0.32,0,10.806,68,5.16
11/18/2021 8:21:57 a. m.,2021/11/18,8:21:57 a. m.,13.57,5.18,117.4,279.8,659,516,1.5,0.329,0.32,0,10.806,68.1,5.16
11/18/2021 8:22:02 a. m.,2021/11/18,8:22:02 a. m.,13.57,5.18,117.4,279.8,659,516,1.5,0.329,0.32,0,10.804,68.7,5.21
11/18/2021 8:22:07 a. m.,2021/11/18,8:22:07 a. m.,13.57,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.804,69.3,5.25
11/18/2021 8:22:12 a. m.,2021/11/18,8:22:12 a. m.,13.57,5.18,117.6,279.8,659,516,1.5,0.329,0.32,0,10.804,69.5,5.27
11/18/2021 8:22:17 a. m.,2021/11/18,8:22:17 a. m.,13.57,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.805,69.4,5.26
11/18/2021 8:22:22 a. m.,2021/11/18,8:22:22 a. m.,13.57,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.806,69.2,5.25
11/18/2021 8:22:27 a. m.,2021/11/18,8:22:27 a. m.,13.57,5.18,117.4,279.8,659,516,1.5,0.329,0.32,0,10.807,68.9,5.23
11/18/2021 8:22:32 a. m.,2021/11/18,8:22:32 a. m.,13.58,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.806,68.7,5.21
11/18/2021 8:22:37 a. m.,2021/11/18,8:22:37 a. m.,13.57,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.804,68.5,5.2
11/18/2021 8:22:42 a. m.,2021/11/18,8:22:42 a. m.,13.58,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.805,68.4,5.19
11/18/2021 8:22:47 a. m.,2021/11/18,8:22:47 a. m.,13.58,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.805,68.3,5.18
11/18/2021 8:22:52 a. m.,2021/11/18,8:22:52 a. m.,13.58,5.18,117.3,279.8,659,516,1.5,0.329,0.32,0,10.806,68.1,5.17
11/18/2021 8:22:57 a. m.,2021/11/18,8:22:57 a. m.,13.58,5.18,117.4,279.9,659,516,1.5,0.329,0.32,0,10.807,68.1,5.17
11/18/2021 8:23:02 a. m.,2021/11/18,8:23:02 a. m.,13.58,5.18,117.3,279.9,659,516,1.5,0.329,0.32,0,10.806,68.3,5.18
11/18/2021 8:23:07 a. m.,2021/11/18,8:23:07 a. m.,13.58,5.18,117.3,279.9,659,516,1.5,0.329,0.32,0,10.804,68.4,5.19
11/18/2021 8:23:12 a. m.,2021/11/18,8:23:12 a. m.,13.58,5.18,117.4,279.9,659,516,1.5,0.329,0.32,0,10.804,68.3,5.18
