Datetime,Date,Time,Temp,pH ,mV[pH],ORP[mV],EC uS/cm,EC Abs uS/cm,RES[KOhm-cm],TDS [ppt],Sal.[psu],Sigma T[sT],Press.[psi],D.O.[%],D.O.[mg/L],
11/23/2021 1:01:44 p. m.,2021/11/23,1:01:44 p. m.,15.10,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.796,39.1,2.87,
11/23/2021 1:01:49 p. m.,2021/11/23,1:01:49 p. m.,15.10,5.50,101.1,274.5,580,471,1.7,0.290,0.28,0.0,10.795,39.2,2.87,
11/23/2021 1:01:54 p. m.,2021/11/23,1:01:54 p. m.,15.10,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.795,39.1,2.86,
11/23/2021 1:01:59 p. m.,2021/11/23,1:01:59 p. m.,15.11,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.797,38.8,2.85,
11/23/2021 1:02:04 p. m.,2021/11/23,1:02:04 p. m.,15.10,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.795,38.5,2.82,
11/23/2021 1:02:09 p. m.,2021/11/23,1:02:09 p. m.,15.10,5.49,101.1,274.5,580,471,1.7,0.290,0.28,0.0,10.795,38.2,2.80,
11/23/2021 1:02:14 p. m.,2021/11/23,1:02:14 p. m.,15.10,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.797,37.8,2.77,
11/23/2021 1:02:19 p. m.,2021/11/23,1:02:19 p. m.,15.10,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.797,37.5,2.75,
11/23/2021 1:02:24 p. m.,2021/11/23,1:02:24 p. m.,15.11,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.797,37.1,2.72,
11/23/2021 1:02:29 p. m.,2021/11/23,1:02:29 p. m.,15.11,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.796,36.8,2.70,
11/23/2021 1:02:34 p. m.,2021/11/23,1:02:34 p. m.,15.11,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.795,36.6,2.68,
11/23/2021 1:02:39 p. m.,2021/11/23,1:02:39 p. m.,15.11,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.796,36.6,2.68,
11/23/2021 1:02:44 p. m.,2021/11/23,1:02:44 p. m.,15.11,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.797,36.5,2.68,
11/23/2021 1:02:49 p. m.,2021/11/23,1:02:49 p. m.,15.11,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.795,36.5,2.67,
11/23/2021 1:02:54 p. m.,2021/11/23,1:02:54 p. m.,15.11,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.795,36.5,2.68,
11/23/2021 1:02:59 p. m.,2021/11/23,1:02:59 p. m.,15.11,5.49,101.3,274.5,580,471,1.7,0.290,0.28,0.0,10.796,36.4,2.67,
11/23/2021 1:03:04 p. m.,2021/11/23,1:03:04 p. m.,15.11,5.49,101.3,274.5,580,471,1.7,0.290,0.28,0.0,10.795,36.4,2.67,
11/23/2021 1:03:09 p. m.,2021/11/23,1:03:09 p. m.,15.11,5.49,101.3,274.5,580,471,1.7,0.290,0.28,0.0,10.796,36.4,2.67,
11/23/2021 1:03:14 p. m.,2021/11/23,1:03:14 p. m.,15.11,5.49,101.3,274.5,580,471,1.7,0.290,0.28,0.0,10.797,36.4,2.67,
11/23/2021 1:03:19 p. m.,2021/11/23,1:03:19 p. m.,15.11,5.49,101.3,274.5,580,471,1.7,0.290,0.28,0.0,10.797,36.4,2.67,
11/23/2021 1:03:24 p. m.,2021/11/23,1:03:24 p. m.,15.11,5.49,101.3,274.5,580,471,1.7,0.290,0.28,0.0,10.795,36.4,2.67,
11/23/2021 1:03:29 p. m.,2021/11/23,1:03:29 p. m.,15.11,5.49,101.3,274.5,580,471,1.7,0.290,0.28,0.0,10.796,36.5,2.67,
11/23/2021 1:03:34 p. m.,2021/11/23,1:03:34 p. m.,15.11,5.49,101.3,274.5,580,471,1.7,0.290,0.28,0.0,10.795,36.4,2.67,
11/23/2021 1:03:39 p. m.,2021/11/23,1:03:39 p. m.,15.11,5.49,101.2,274.5,580,471,1.7,0.290,0.28,0.0,10.796,36.2,2.65,
11/23/2021 1:03:44 p. m.,2021/11/23,1:03:44 p. m.,15.11,5.49,101.3,274.5,580,471,1.7,0.290,0.28,0.0,10.797,36.0,2.64,
11/23/2021 1:03:49 p. m.,2021/11/23,1:03:49 p. m.,15.11,5.49,101.3,274.5,580,471,1.7,0.290,0.28,0.0,10.798,36.0,2.64,
11/23/2021 1:03:54 p. m.,2021/11/23,1:03:54 p. m.,15.11,5.49,101.3,274.6,580,471,1.7,0.290,0.28,0.0,10.797,36.0,2.64,
11/23/2021 1:03:59 p. m.,2021/11/23,1:03:59 p. m.,15.11,5.49,101.3,274.6,580,471,1.7,0.290,0.28,0.0,10.797,35.9,2.63,
11/23/2021 1:04:04 p. m.,2021/11/23,1:04:04 p. m.,15.11,5.49,101.3,274.6,580,471,1.7,0.290,0.28,0.0,10.798,35.8,2.63,
11/23/2021 1:04:09 p. m.,2021/11/23,1:04:09 p. m.,15.11,5.49,101.3,274.6,580,471,1.7,0.290,0.28,0.0,10.799,35.7,2.61,
11/23/2021 1:04:14 p. m.,2021/11/23,1:04:14 p. m.,15.11,5.49,101.3,274.6,580,471,1.7,0.290,0.28,0.0,10.799,35.6,2.61,
11/23/2021 1:04:19 p. m.,2021/11/23,1:04:19 p. m.,15.11,5.49,101.3,274.6,580,471,1.7,0.290,0.28,0.0,10.797,35.7,2.62,
11/23/2021 1:04:24 p. m.,2021/11/23,1:04:24 p. m.,15.11,5.49,101.3,274.6,580,471,1.7,0.290,0.28,0.0,10.796,35.8,2.63,
11/23/2021 1:04:29 p. m.,2021/11/23,1:04:29 p. m.,15.11,5.49,101.3,274.6,580,471,1.7,0.290,0.28,0.0,10.795,36.0,2.64,
11/23/2021 1:04:34 p. m.,2021/11/23,1:04:34 p. m.,15.11,5.49,101.3,274.6,580,471,1.7,0.290,0.28,0.0,10.795,36.2,2.65,
11/23/2021 1:04:39 p. m.,2021/11/23,1:04:39 p. m.,15.11,5.49,101.3,274.6,580,471,1.7,0.290,0.28,0.0,10.794,36.4,2.66,
11/23/2021 1:04:44 p. m.,2021/11/23,1:04:44 p. m.,15.11,5.49,101.3,274.6,580,471,1.7,0.290,0.28,0.0,10.794,36.5,2.67,
11/23/2021 1:04:49 p. m.,2021/11/23,1:04:49 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.796,36.5,2.68,
11/23/2021 1:04:54 p. m.,2021/11/23,1:04:54 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.797,36.6,2.68,
11/23/2021 1:04:59 p. m.,2021/11/23,1:04:59 p. m.,15.11,5.49,101.5,274.6,580,471,1.7,0.290,0.28,0.0,10.798,36.6,2.68,
11/23/2021 1:05:04 p. m.,2021/11/23,1:05:04 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.798,36.7,2.69,
11/23/2021 1:05:09 p. m.,2021/11/23,1:05:09 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.799,36.7,2.69,
11/23/2021 1:05:14 p. m.,2021/11/23,1:05:14 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.798,36.7,2.69,
11/23/2021 1:05:19 p. m.,2021/11/23,1:05:19 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.797,36.7,2.69,
11/23/2021 1:05:24 p. m.,2021/11/23,1:05:24 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.798,36.8,2.70,
11/23/2021 1:05:29 p. m.,2021/11/23,1:05:29 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.796,36.9,2.70,
11/23/2021 1:05:34 p. m.,2021/11/23,1:05:34 p. m.,15.11,5.49,101.3,274.6,580,471,1.7,0.290,0.28,0.0,10.797,37.0,2.71,
11/23/2021 1:05:39 p. m.,2021/11/23,1:05:39 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.798,37.2,2.73,
11/23/2021 1:05:44 p. m.,2021/11/23,1:05:44 p. m.,15.11,5.49,101.3,274.6,580,471,1.7,0.290,0.28,0.0,10.797,37.3,2.74,
11/23/2021 1:05:49 p. m.,2021/11/23,1:05:49 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.798,37.2,2.73,
11/23/2021 1:05:54 p. m.,2021/11/23,1:05:54 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.797,37.3,2.73,
11/23/2021 1:05:59 p. m.,2021/11/23,1:05:59 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.798,37.4,2.74,
11/23/2021 1:06:04 p. m.,2021/11/23,1:06:04 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.798,37.6,2.75,
11/23/2021 1:06:09 p. m.,2021/11/23,1:06:09 p. m.,15.11,5.49,101.5,274.6,580,471,1.7,0.290,0.28,0.0,10.797,37.6,2.75,
11/23/2021 1:06:14 p. m.,2021/11/23,1:06:14 p. m.,15.11,5.49,101.4,274.6,580,471,1.7,0.290,0.28,0.0,10.795,37.5,2.75,
11/23/2021 1:06:19 p. m.,2021/11/23,1:06:19 p. m.,15.11,5.49,101.4,274.7,580,471,1.7,0.290,0.28,0.0,10.797,37.5,2.75,
11/23/2021 1:06:24 p. m.,2021/11/23,1:06:24 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.797,37.5,2.75,
11/23/2021 1:06:29 p. m.,2021/11/23,1:06:29 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.796,37.6,2.75,
11/23/2021 1:06:34 p. m.,2021/11/23,1:06:34 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.798,37.6,2.76,
11/23/2021 1:06:39 p. m.,2021/11/23,1:06:39 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.798,37.5,2.75,
11/23/2021 1:06:44 p. m.,2021/11/23,1:06:44 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.798,37.3,2.73,
11/23/2021 1:06:49 p. m.,2021/11/23,1:06:49 p. m.,15.11,5.49,101.6,274.7,580,471,1.7,0.290,0.28,0.0,10.797,37.4,2.74,
11/23/2021 1:06:54 p. m.,2021/11/23,1:06:54 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.795,37.6,2.76,
11/23/2021 1:06:59 p. m.,2021/11/23,1:06:59 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.795,38.0,2.78,
11/23/2021 1:07:04 p. m.,2021/11/23,1:07:04 p. m.,15.11,5.49,101.4,274.7,580,471,1.7,0.290,0.28,0.0,10.793,38.2,2.80,
11/23/2021 1:07:09 p. m.,2021/11/23,1:07:09 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.793,38.3,2.81,
11/23/2021 1:07:14 p. m.,2021/11/23,1:07:14 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.794,38.6,2.83,
11/23/2021 1:07:19 p. m.,2021/11/23,1:07:19 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.794,38.4,2.82,
11/23/2021 1:07:24 p. m.,2021/11/23,1:07:24 p. m.,15.11,5.49,101.6,274.7,580,471,1.7,0.290,0.28,0.0,10.793,38.2,2.80,
11/23/2021 1:07:29 p. m.,2021/11/23,1:07:29 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.795,38.2,2.80,
11/23/2021 1:07:34 p. m.,2021/11/23,1:07:34 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.796,38.4,2.82,
11/23/2021 1:07:39 p. m.,2021/11/23,1:07:39 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.796,38.6,2.83,
11/23/2021 1:07:44 p. m.,2021/11/23,1:07:44 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.799,38.9,2.85,
11/23/2021 1:07:49 p. m.,2021/11/23,1:07:49 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.797,39.0,2.86,
11/23/2021 1:07:54 p. m.,2021/11/23,1:07:54 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.796,39.1,2.86,
11/23/2021 1:07:59 p. m.,2021/11/23,1:07:59 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.795,39.1,2.87,
11/23/2021 1:08:04 p. m.,2021/11/23,1:08:04 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.794,39.1,2.86,
11/23/2021 1:08:09 p. m.,2021/11/23,1:08:09 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.795,39.1,2.86,
11/23/2021 1:08:14 p. m.,2021/11/23,1:08:14 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.795,39.1,2.86,
11/23/2021 1:08:19 p. m.,2021/11/23,1:08:19 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.797,39.0,2.86,
11/23/2021 1:08:24 p. m.,2021/11/23,1:08:24 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.798,39.0,2.86,
11/23/2021 1:08:29 p. m.,2021/11/23,1:08:29 p. m.,15.11,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.797,39.2,2.87,
11/23/2021 1:08:34 p. m.,2021/11/23,1:08:34 p. m.,15.12,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.797,39.4,2.88,
11/23/2021 1:08:39 p. m.,2021/11/23,1:08:39 p. m.,15.12,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.795,39.1,2.86,
11/23/2021 1:08:44 p. m.,2021/11/23,1:08:44 p. m.,15.12,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.794,39.0,2.86,
11/23/2021 1:08:49 p. m.,2021/11/23,1:08:49 p. m.,15.12,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.794,39.3,2.88,
11/23/2021 1:08:54 p. m.,2021/11/23,1:08:54 p. m.,15.12,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.795,39.7,2.91,
11/23/2021 1:08:59 p. m.,2021/11/23,1:08:59 p. m.,15.12,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.795,39.9,2.93,
11/23/2021 1:09:04 p. m.,2021/11/23,1:09:04 p. m.,15.12,5.49,101.6,274.7,580,471,1.7,0.290,0.28,0.0,10.792,40.3,2.95,
11/23/2021 1:09:09 p. m.,2021/11/23,1:09:09 p. m.,15.12,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.792,40.5,2.96,
11/23/2021 1:09:14 p. m.,2021/11/23,1:09:14 p. m.,15.12,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.794,40.6,2.98,
11/23/2021 1:09:19 p. m.,2021/11/23,1:09:19 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.796,40.7,2.98,
11/23/2021 1:09:24 p. m.,2021/11/23,1:09:24 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.796,40.8,2.99,
11/23/2021 1:09:29 p. m.,2021/11/23,1:09:29 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.797,40.7,2.99,
11/23/2021 1:09:34 p. m.,2021/11/23,1:09:34 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.797,40.7,2.98,
11/23/2021 1:09:39 p. m.,2021/11/23,1:09:39 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.797,40.6,2.97,
11/23/2021 1:09:44 p. m.,2021/11/23,1:09:44 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.797,40.4,2.96,
11/23/2021 1:09:49 p. m.,2021/11/23,1:09:49 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.797,40.2,2.94,
11/23/2021 1:09:54 p. m.,2021/11/23,1:09:54 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.795,40.0,2.93,
11/23/2021 1:09:59 p. m.,2021/11/23,1:09:59 p. m.,15.12,5.49,101.6,274.7,580,471,1.7,0.290,0.28,0.0,10.797,40.1,2.94,
11/23/2021 1:10:04 p. m.,2021/11/23,1:10:04 p. m.,15.12,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.793,40.4,2.96,
11/23/2021 1:10:09 p. m.,2021/11/23,1:10:09 p. m.,15.12,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.795,40.6,2.97,
11/23/2021 1:10:14 p. m.,2021/11/23,1:10:14 p. m.,15.12,5.49,101.6,274.7,580,471,1.7,0.290,0.28,0.0,10.794,40.8,2.99,
11/23/2021 1:10:19 p. m.,2021/11/23,1:10:19 p. m.,15.12,5.49,101.5,274.7,580,471,1.7,0.290,0.28,0.0,10.794,41.1,3.01,
11/23/2021 1:10:24 p. m.,2021/11/23,1:10:24 p. m.,15.12,5.49,101.6,274.7,580,471,1.7,0.290,0.28,0.0,10.793,41.4,3.03,
11/23/2021 1:10:29 p. m.,2021/11/23,1:10:29 p. m.,15.12,5.49,101.6,274.7,580,471,1.7,0.290,0.28,0.0,10.795,41.5,3.04,
11/23/2021 1:10:34 p. m.,2021/11/23,1:10:34 p. m.,15.12,5.49,101.6,274.7,580,471,1.7,0.290,0.28,0.0,10.795,41.4,3.03,
11/23/2021 1:10:39 p. m.,2021/11/23,1:10:39 p. m.,15.12,5.48,101.7,274.7,580,471,1.7,0.290,0.28,0.0,10.795,41.2,3.02,
11/23/2021 1:10:44 p. m.,2021/11/23,1:10:44 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.799,41.1,3.01,
11/23/2021 1:10:49 p. m.,2021/11/23,1:10:49 p. m.,15.12,5.49,101.6,274.7,580,471,1.7,0.290,0.28,0.0,10.798,41.0,3.00,
11/23/2021 1:10:54 p. m.,2021/11/23,1:10:54 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.798,40.8,2.99,
11/23/2021 1:10:59 p. m.,2021/11/23,1:10:59 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.797,40.9,3.00,
11/23/2021 1:11:04 p. m.,2021/11/23,1:11:04 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.796,41.1,3.01,
11/23/2021 1:11:09 p. m.,2021/11/23,1:11:09 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.798,41.0,3.01,
11/23/2021 1:11:14 p. m.,2021/11/23,1:11:14 p. m.,15.12,5.49,101.6,274.8,580,471,1.7,0.290,0.28,0.0,10.798,41.0,3.01,
11/23/2021 1:11:19 p. m.,2021/11/23,1:11:19 p. m.,15.12,5.49,101.6,274.7,580,471,1.7,0.290,0.28,0.0,10.797,41.2,3.02,
11/23/2021 1:11:24 p. m.,2021/11/23,1:11:24 p. m.,15.12,5.48,101.7,274.7,580,471,1.7,0.290,0.28,0.0,10.796,41.3,3.03,
11/23/2021 1:11:29 p. m.,2021/11/23,1:11:29 p. m.,15.12,5.48,101.7,274.7,580,471,1.7,0.290,0.28,0.0,10.792,41.4,3.03,
11/23/2021 1:11:34 p. m.,2021/11/23,1:11:34 p. m.,15.12,5.48,101.7,274.7,580,471,1.7,0.290,0.28,0.0,10.796,41.4,3.03,
11/23/2021 1:11:39 p. m.,2021/11/23,1:11:39 p. m.,15.12,5.48,101.7,274.7,580,471,1.7,0.290,0.28,0.0,10.795,41.4,3.03,
11/23/2021 1:11:44 p. m.,2021/11/23,1:11:44 p. m.,15.12,5.48,101.7,274.7,580,471,1.7,0.290,0.28,0.0,10.797,41.3,3.03,
11/23/2021 1:11:49 p. m.,2021/11/23,1:11:49 p. m.,15.12,5.48,101.7,274.7,580,471,1.7,0.290,0.28,0.0,10.797,41.2,3.02,
11/23/2021 1:11:54 p. m.,2021/11/23,1:11:54 p. m.,15.12,5.49,101.6,274.7,580,471,1.7,0.290,0.28,0.0,10.797,41.0,3.01,
11/23/2021 1:11:59 p. m.,2021/11/23,1:11:59 p. m.,15.12,5.48,101.7,274.7,580,471,1.7,0.290,0.28,0.0,10.797,40.8,2.99,
11/23/2021 1:12:04 p. m.,2021/11/23,1:12:04 p. m.,15.12,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.799,40.7,2.98,
11/23/2021 1:12:09 p. m.,2021/11/23,1:12:09 p. m.,15.12,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.799,40.7,2.98,
11/23/2021 1:12:14 p. m.,2021/11/23,1:12:14 p. m.,15.12,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.798,40.8,2.99,
11/23/2021 1:12:19 p. m.,2021/11/23,1:12:19 p. m.,15.12,5.48,101.8,274.8,580,471,1.7,0.290,0.28,0.0,10.799,40.9,3.00,
11/23/2021 1:12:24 p. m.,2021/11/23,1:12:24 p. m.,15.12,5.48,101.8,274.8,580,471,1.7,0.290,0.28,0.0,10.798,41.0,3.01,
11/23/2021 1:12:29 p. m.,2021/11/23,1:12:29 p. m.,15.12,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.798,41.1,3.01,
11/23/2021 1:12:34 p. m.,2021/11/23,1:12:34 p. m.,15.12,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.798,41.0,3.00,
11/23/2021 1:12:39 p. m.,2021/11/23,1:12:39 p. m.,15.12,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.798,41.0,3.00,
11/23/2021 1:12:44 p. m.,2021/11/23,1:12:44 p. m.,15.12,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.798,41.0,3.00,
11/23/2021 1:12:49 p. m.,2021/11/23,1:12:49 p. m.,15.12,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.796,41.1,3.01,
11/23/2021 1:12:54 p. m.,2021/11/23,1:12:54 p. m.,15.12,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.795,41.1,3.01,
11/23/2021 1:12:59 p. m.,2021/11/23,1:12:59 p. m.,15.13,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.795,41.0,3.01,
11/23/2021 1:13:04 p. m.,2021/11/23,1:13:04 p. m.,15.13,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.795,41.0,3.01,
11/23/2021 1:13:09 p. m.,2021/11/23,1:13:09 p. m.,15.13,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.795,41.1,3.01,
11/23/2021 1:13:14 p. m.,2021/11/23,1:13:14 p. m.,15.13,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.796,41.1,3.01,
11/23/2021 1:13:19 p. m.,2021/11/23,1:13:19 p. m.,15.13,5.48,101.7,274.8,580,471,1.7,0.290,0.28,0.0,10.795,41.0,3.01,
11/23/2021 1:13:24 p. m.,2021/11/23,1:13:24 p. m.,15.13,5.48,101.8,274.8,580,471,1.7,0.290,0.28,0.0,10.794,40.7,2.98,
11/23/2021 1:13:29 p. m.,2021/11/23,1:13:29 p. m.,15.13,5.48,101.8,274.9,580,471,1.7,0.290,0.28,0.0,10.793,40.5,2.96,
11/23/2021 1:13:34 p. m.,2021/11/23,1:13:34 p. m.,15.13,5.48,101.8,274.9,580,471,1.7,0.290,0.28,0.0,10.794,40.2,2.94,
11/23/2021 1:13:39 p. m.,2021/11/23,1:13:39 p. m.,15.13,5.48,101.8,274.9,580,471,1.7,0.290,0.28,0.0,10.795,39.9,2.92,
11/23/2021 1:13:44 p. m.,2021/11/23,1:13:44 p. m.,15.13,5.48,101.8,274.9,580,471,1.7,0.290,0.28,0.0,10.795,39.9,2.93,
11/23/2021 1:13:49 p. m.,2021/11/23,1:13:49 p. m.,15.13,5.48,101.9,274.9,580,471,1.7,0.290,0.28,0.0,10.797,40.0,2.93,
11/23/2021 1:13:54 p. m.,2021/11/23,1:13:54 p. m.,15.13,5.48,101.8,275.0,580,471,1.7,0.290,0.28,0.0,10.795,40.2,2.95,
11/23/2021 1:13:59 p. m.,2021/11/23,1:13:59 p. m.,15.13,5.48,101.8,275.0,580,471,1.7,0.290,0.28,0.0,10.794,40.4,2.96,
11/23/2021 1:14:04 p. m.,2021/11/23,1:14:04 p. m.,15.13,5.48,101.8,275.0,580,471,1.7,0.290,0.28,0.0,10.795,40.5,2.97,
11/23/2021 1:14:09 p. m.,2021/11/23,1:14:09 p. m.,15.13,5.48,101.8,275.0,580,471,1.7,0.290,0.28,0.0,10.794,40.6,2.98,
11/23/2021 1:14:14 p. m.,2021/11/23,1:14:14 p. m.,15.13,5.48,101.8,275.0,580,471,1.7,0.290,0.28,0.0,10.795,40.9,2.99,
11/23/2021 1:14:19 p. m.,2021/11/23,1:14:19 p. m.,15.13,5.48,101.8,275.0,580,471,1.7,0.290,0.28,0.0,10.795,41.1,3.01,
11/23/2021 1:14:24 p. m.,2021/11/23,1:14:24 p. m.,15.13,5.48,101.8,275.0,580,471,1.7,0.290,0.28,0.0,10.796,41.2,3.02,
11/23/2021 1:14:29 p. m.,2021/11/23,1:14:29 p. m.,15.13,5.48,101.8,275.0,580,471,1.7,0.290,0.28,0.0,10.796,41.5,3.04,
11/23/2021 1:14:34 p. m.,2021/11/23,1:14:34 p. m.,15.13,5.48,101.8,275.0,580,471,1.7,0.290,0.28,0.0,10.795,41.6,3.05,
11/23/2021 1:14:39 p. m.,2021/11/23,1:14:39 p. m.,15.13,5.48,101.8,275.0,580,471,1.7,0.290,0.28,0.0,10.796,41.8,3.06,
11/23/2021 1:14:44 p. m.,2021/11/23,1:14:44 p. m.,15.13,5.48,101.9,275.0,580,471,1.7,0.290,0.28,0.0,10.796,41.8,3.06,
11/23/2021 1:14:49 p. m.,2021/11/23,1:14:49 p. m.,15.13,5.48,101.9,275.0,580,471,1.7,0.290,0.28,0.0,10.798,41.7,3.05,
11/23/2021 1:14:54 p. m.,2021/11/23,1:14:54 p. m.,15.13,5.48,101.9,275.0,580,471,1.7,0.290,0.28,0.0,10.799,41.2,3.02,
11/23/2021 1:14:59 p. m.,2021/11/23,1:14:59 p. m.,15.13,5.48,101.9,275.0,580,471,1.7,0.290,0.28,0.0,10.798,40.9,3.00,
11/23/2021 1:15:04 p. m.,2021/11/23,1:15:04 p. m.,15.13,5.48,102.0,275.0,580,471,1.7,0.290,0.28,0.0,10.798,40.8,2.99,
11/23/2021 1:15:09 p. m.,2021/11/23,1:15:09 p. m.,15.13,5.48,101.9,275.0,580,471,1.7,0.290,0.28,0.0,10.799,40.8,2.99,
11/23/2021 1:15:14 p. m.,2021/11/23,1:15:14 p. m.,15.13,5.48,101.9,275.1,580,471,1.7,0.290,0.28,0.0,10.795,40.9,3.00,
